"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"ARGENTINE","VICTORIA OCAMPO","","Théâtre et pouvoir en Occident","Les Solitaires Intempestifs","Sciences Sociales et Humaines","Atuel"
"ARGENTINE","VICTORIA OCAMPO","LAHIRE BERNARD","À quoi sert la sociologie?","La Découverte","Sciences Sociales et Humaines","Siglo XXI Editores"
"ARGENTINE","VICTORIA OCAMPO","LAHIRE BERNARD","L’Esprit sociologique","La Découverte","Sciences Sociales et Humaines","Manantial"
"ARGENTINE","VICTORIA OCAMPO","LE CLÉZIO JEAN-MARIE GUSTAVE","L’Africain","Mercure de France","Lettres","Adriana Hidalgo"
"ARGENTINE","VICTORIA OCAMPO","LE CLÉZIO JEAN-MARIE GUSTAVE","Ourania","Gallimard","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","LE GAUFEY GUY","Le Pastout de Lacan: consistance logique, conséquences","Epel","Sciences Sociales et Humaines","Ediciones Literales"
"ARGENTINE","VICTORIA OCAMPO","LEMAGNY JEAN-CLAUDE","L’Ombre et le Temps","Armand Colin","Lettres","La Marca"
"ARGENTINE","VICTORIA OCAMPO","LORAUX NICOLE","Né de la terre-Mythe et politique à Athènes","Le Seuil","Sciences Sociales et Humaines","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","LYOTARD JEAN-FRANÇOIS","Discours, Figure","Klincksieck","Philosophie","La Cebra"
"ARGENTINE","VICTORIA OCAMPO","MACHEREY PIERRE","Hegel ou Spinoza","La Découverte","Philosophie","Tinta Limon"
"ARGENTINE","VICTORIA OCAMPO","MAJOR RENÉ","Freud","Gallimard","Sciences Sociales et Humaines","Topia"
"ARGENTINE","VICTORIA OCAMPO","MARMANDE FRANCIS","Georges Bataille, politique","PUL","Sciences Sociales et Humaines","Del Signo"
"ARGENTINE","VICTORIA OCAMPO","MARTY ÉRIC","Roland Barthes, le métier d’écrire","Le Seuil","Sciences Sociales et Humaines","Manantial"
"ARGENTINE","VICTORIA OCAMPO","MARZANO MICHELA","La Pornographie ou l’Épuisement du désir","Méta Éditions","Sciences Sociales et Humaines","Manantial"
"ARGENTINE","VICTORIA OCAMPO","MELMAN CHARLES","Pour introduire à la psychanalyse aujourd’hui","Ass. lacanienne. inter.","Sciences Sociales et Humaines","Letra Viva"
"ARGENTINE","VICTORIA OCAMPO","MENGUE PHILIPPE","Gilles Deleuze","Kimé","Philosophie","Las Cuarenta"
"ARGENTINE","VICTORIA OCAMPO","MESCHONNIC HENRI","Un coup de bible dans la philosophie","Fayard","Philosophie","Fundacion David Calles"
"ARGENTINE","VICTORIA OCAMPO","MILNER JEAN-CLAUDE","Le Juif de savoir","Grasset","Lettres","Manantial"
"ARGENTINE","VICTORIA OCAMPO","MILNER JEAN-CLAUDE","Les Penchants criminels de l’Europe démocratique","Verdier","Sciences Sociales et Humaines","Manantial"
"ARGENTINE","VICTORIA OCAMPO","MONGIN OLIVIER","La Condition urbaine","Le Seuil","Sciences Sociales et Humaines","Paidos"
"ARGENTINE","VICTORIA OCAMPO","MORIN EDGAR","Culture et Barbarie en Europe","Bayard","Sciences Sociales et Humaines","Paidos"
"ARGENTINE","VICTORIA OCAMPO","NANCY JEAN-LUC","Au ciel et sur la terre","Bayard","Sciences Sociales et Humaines","La Cebra"
"ARGENTINE","VICTORIA OCAMPO","NANCY JEAN-LUC","La Communauté désœuvrée","Christian Bourgois","Philosophie","La Cebra"
"ARGENTINE","VICTORIA OCAMPO","NOVARINA VALÈRE","L’Inquiétude","P.O.L.","Lettres","Atuel"
"ARGENTINE","VICTORIA OCAMPO","ONFRAY MICHEL","La Philosophie féroce","Galilée","Philosophie","Libros del Zorzal"
"ARGENTINE","VICTORIA OCAMPO","POMMERAT JOËL","Cet enfant","Actes Sud","Lettres","Editorial Atuel"
"ARGENTINE","VICTORIA OCAMPO","POMMERAT JOËL","Le Petit Chaperon rouge","Actes Sud","Jeunesse","Colihue"
"ARGENTINE","VICTORIA OCAMPO","PONTALIS JEAN-BERTRAND","En marge des jours","Gallimard","Sciences Sociales et Humaines","Topia"
"ARGENTINE","VICTORIA OCAMPO","POTTE-BONNEVILLE MATHIEU","Michel Foucault, l’inquiétude de l’histoire","PUF","Philosophie","Manantial"
"ARGENTINE","VICTORIA OCAMPO","QUIGNARD PASCAL","Rhétorique spéculative","Calmann-Lévy","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","RABANT CLAUDE","Clins","Flammarion","Lettres","Homo Sapiens"
"ARGENTINE","VICTORIA OCAMPO","RANCIÈRE JACQUES","La Nuit des prolétaires","Fayard","Lettres","Tinta Limon"
"ARGENTINE","VICTORIA OCAMPO","RANCIÈRE JACQUES","Au bord du politique (extraits)","La Fabrique","Sciences Sociales et Humaines","La Cebra"
"ARGENTINE","VICTORIA OCAMPO","RANCIÈRE JACQUES","Le Maître ignorant","Fayard","Philosophie","Libros del Zorzal"
"ARGENTINE","VICTORIA OCAMPO","ROSANVALLON PIERRE","Le Modèle politique français","Le Seuil","Sciences Sociales et Humaines","Siglo XXI Editores"
"ARGENTINE","VICTORIA OCAMPO","ROUDINESCO ÉLISABETH","Le Patient, le Thérapeute et l’État","Fayard","Sciences Sociales et Humaines","Siglo XXI Editores"
"ARGENTINE","VICTORIA OCAMPO","RYNGAERT JEAN-PIERRE","Introduction à l’analyse du théâtre","Armand Colin","Lettres","Artes del Sur"
"ARGENTINE","VICTORIA OCAMPO","SAINT-EXUPÉRY ANTOINE (DE)","Le Petit Prince","Gallimard","Lettres","AEAC"
"ARGENTINE","VICTORIA OCAMPO","SARTRE JEAN-PAUL","L’Idiot de la famille","Gallimard","Lettres",""
"ARGENTINE","VICTORIA OCAMPO","SAUVAGNARGUES ANNE","Deleuze, de l’animal à l’art","PUF","Sciences Sociales et Humaines","Amorrortu Editores"
"ARGENTINE","VICTORIA OCAMPO","SFEZ LUCIEN","La Santé parfaite. Critique d’une nouvelle utopie","Le Seuil","Sciences Sociales et Humaines","Prometeo Libros"
"ARGENTINE","VICTORIA OCAMPO","SIMONDON GILBERT","Du mode d’existence des objets techniques","Flammarion","Sciences Sociales et Humaines","Prometeo"
"ARGENTINE","VICTORIA OCAMPO","SOLLERS PHILIPPE","Une vie divine","Gallimard","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","SPITZ JEAN-FABIEN","La Liberté politique","PUF","Sciences Sociales et Humaines","Homo Sapiens"
"ARGENTINE","VICTORIA OCAMPO","SUPERVIELLE JULES","L’Homme de la Pampa","Gallimard","Lettres","Interzona"
"ARGENTINE","VICTORIA OCAMPO","SURGERS ANNE","Scénographies du théâtre occidental","Armand Colin","Sciences Sociales et Humaines","Artes del Sur"
"ARGENTINE","VICTORIA OCAMPO","TERRAY EMMANUEL","La Politique dans la caverne","Le Seuil","Lettres","Ediciones Del Sol"
"ARGENTINE","VICTORIA OCAMPO","TORT MICHEL","Fin du dogme paternel","Flammarion","Sciences Sociales et Humaines","Païdos"
"ARGENTINE","VICTORIA OCAMPO","TOUSSAINT JEAN-PHILIPPE","Fuir","Minuit","Lettres","Beatriz Viterbo"
"ARGENTINE","VICTORIA OCAMPO","VALÉRY PAUL","Dialogue de l’arbre","Gallimard","Lettres","Del Copista"
"ARGENTINE","VICTORIA OCAMPO","VALÉRY PAUL","Vitesse et Politique","Galilée","Sciences Sociales et Humaines","La Marca Editora"
"ARGENTINE","VICTORIA OCAMPO","WAJSBROT CÉCILE","Mémorial","Zulma","Lettres","Leviatan"
"ARGENTINE","VICTORIA OCAMPO","WEIL SIMONE","Sur la science","Gallimard","Sciences Sociales et Humaines","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","ZAFIROPOULOS","Lacan et Lévi-Strauss ou le retour à Freud","PUF","Sciences Sociales et Humaines","Manantial"
"ARGENTINE","VICTORIA OCAMPO","ZOURABICHVILI FRANÇOISE","Le Vocabulaire de Deleuze","Ellipses","Philosophie","Atual"
"AUTRICHE","MUSIL","BAUDRILLARD JEAN","Cool Memories","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","BAUDRILLARD JEAN & NOAILLES ENRIQUE VALIENTE","Les Exilés du dialogue","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","CIXOUS HÉLÈNE","Benjamin à Montaigne. Il ne faut pas le dire","Galilée","Lettres","Passagen Verlag"
"AUTRICHE","MUSIL","CIXOUS HÉLÈNE","Insister. À Jacques Derrida","Galilée","Lettres","Passagen Verlag"
"AUTRICHE","MUSIL","CIXOUS HÉLÈNE","Manhattan","Galilée","Lettres","Passagen Verlag"
"AUTRICHE","MUSIL","CIXOUS HÉLÈNE","Le jour où je n’étais pas là","Galilée","Lettres","Passagen Verlag"
"AUTRICHE","MUSIL","CIXOUS HÉLÈNE","Hyperrêves","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","DERRIDA JACQUES","L’animal que donc je suis","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","DERRIDA JACQUES & CIXOUX HÉLÈNE","Voiles","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","RANCIÈRE JACQUES","Malaise dans l’esthétique","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","RANCIÈRE JACQUES","Le Maître ignorant","Fayard","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","RANCIÈRE JACQUES","Politique de la littérature","Galilée","Philosophie",""
"AUTRICHE","MUSIL","VIRILIO PAUL","L’Art à perte de vue","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","VIRILIO PAUL","Ville panique","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","VIRILIO PAUL","L’Accident originel","Galilée","Philosophie","Passagen Verlag"
"AUTRICHE","MUSIL","VIRILIO PAUL","L’Université du désastre","Galilée","Philosophie","Passagen Verlag"
"BELARUS","MAXIME BOGDANOVITCH","AMETTE JACQUES-PIERRE","Province (extraits)","Le Seuil","Lettres","Vsiemirnaya Litteratoura"
"BELARUS","MAXIME BOGDANOVITCH","BEN JELLOUN TAHAR","Le Dernier Ami","Le Seuil","Lettres","Vsiemirnaya Litteratoura"
"BELARUS","MAXIME BOGDANOVITCH","BESSON PATRICK","Lettre à un ami perdu","Albin Michel","Lettres","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","CAMUS ALBERT","Les Justes","Gallimard","Lettres","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","CAU JEAN","Nouvelles du paradis (extraits)","Gallimard","Lettres","Vsiemirnaya Litteratoura"
"BELARUS","MAXIME BOGDANOVITCH","CECCATY RENÉ (DE)","Le Mot amour","Gallimard","Lettres","Vsiemirnaya Litteratoura"
"BELARUS","MAXIME BOGDANOVITCH","CONSTANT PAULE","Sucre et Secret","Gallimard","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","DUBILLARD ROLAND","Naïves hirondelles","Gallimard","Lettres","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","FLEUTIAUX PIERRETTE","Les Amants imparfaits","Actes Sud","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","GIONO JEAN","L’homme qui plantait des arbres","Gallimard","Lettres","Terre des Hommes"
"BELARUS","MAXIME BOGDANOVITCH","HOUELLEBECQ MICHEL","La Possibilité d’une île","Fayard","Lettres","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","LACOUTURE JEAN","De Gaulle","Le Seuil","Sciences Sociales et Humaines","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","LECONTE MARIANNE","L’Araignée de mer","Denoël","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","MOTSCH ÉLISABETH","Le Tribunal de Miranges","Actes Sud","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","RAMBAUD PATRICK","Il neigeait","Grasset","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","REZVANI SERGE","L’Énigme","Actes Sud","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","REZVANI SERGE","L’Amour en face","Actes Sud","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","ROBBE-GRILLET ALAIN","Projet pour une révolution à New York","Minuit","Lettres","Encyclopedix"
"BELARUS","MAXIME BOGDANOVITCH","SARTRE JEAN-PAUL","Les Mouches","Gallimard","Lettres","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","SARTRE JEAN-PAUL","Le Mur","Gallimard","Lettres","Kolas"
"BELARUS","MAXIME BOGDANOVITCH","SCHMITT ÉRIC-EMMANUEL","Lorsque j’étais une œuvre d’art","Albin Michel","Lettres","Makbel"
"BELARUS","MAXIME BOGDANOVITCH","SCHMITT ÉRIC-EMMANUEL","Oscar et la Dame rose","Albin Michel","Lettres","Interloto"
"BELARUS","MAXIME BOGDANOVITCH","SIGAUD DOMINIQUE","The Dark Side of the Moon","Actes Sud","Lettres","Vsiemirnaya Litteratoura"
"BOSNIE","FAHRUDIN KREHO","BOUGAREL XAVIER","Le Nouvel Islam balkanique","Maisonneuve & Larose","Sciences Sociales et Humaines","Armis Print"
"BRÉSIL","DRUMMOND DE ANDRADE","BRAUDEL FERNAND","Le Modèle italien","Flammarion","Sciences Sociales et Humaines","Companhia das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","CARRIÈRE JEAN-CLAUDE","Les Fantômes de Goya","Plon","Lettres","Companhia das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","DELEUZE GILLES & GUATTARI FÉLIX","L’Anti-Œdipe: capitalisme et schizophrénie","Minuit","Philosophie","Editora 34"
"BRÉSIL","DRUMMOND DE ANDRADE","DESCOLA PHILIPPE","Les Lances du crépuscule","Plon","Sciences Sociales et Humaines","Cosac & Naify"
"BRÉSIL","DRUMMOND DE ANDRADE","GAUDÉ LAURENT","Le Soleil des Scorta","Actes Sud","Lettres","Nova Fronteira"
"BRÉSIL","DRUMMOND DE ANDRADE","GENETTE GÉRARD","Figure II","Le Seuil","Philosophie","Estaçao Liberdade"
"BRÉSIL","DRUMMOND DE ANDRADE","KHADRA YASMINA","Les Sirènes de Badgad","Robert Laffont","Lettres","Sá Editora"
"BRÉSIL","DRUMMOND DE ANDRADE","KUNDERA MILAN","Le Rideau","Kundera. M","Lettres","Companhia das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","LIPOVETSKY GILLES","Le Bonheur paradoxal","Gallimard","Sciences Sociales et Humaines","Companhia das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHAUD-LARIVIÈRE JÉRÔME","Aujourd’hui Cendrars part au Brésil","Fayard","Lettres","Companhia das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","NÉMIROVSKY IRÈNE","Suite française","Denoël","Lettres","Companhia das Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","L’Animal du temps","P.O.L.","Lettres","7 Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","L’Inquiétude","P.O.L.","Lettres","7 Letras"
"BRÉSIL","DRUMMOND DE ANDRADE","RANCIÈRE JACQUES","Le Partage du sensible","La Fabrique","Philosophie","Exo Experimental"
"BRÉSIL","DRUMMOND DE ANDRADE","ROUDINESCO ÉLISABETH","La Part obscure de nous-mêmes: une histoire des pervers","Jorge Zahar Editor","Sciences Sociales et Humaines",""
"BRÉSIL","DRUMMOND DE ANDRADE","SCHMITT ÉRIC-EMMANUEL","L’Enfant de Noé","Albin Michel","Lettres","Nova Fronteira"
"BULGARIE","VITOCHA","COLLECTIF","Les Arts","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","La Ferme","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Les Grands Explorateurs","Larousse","Lettres","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Les Animaux","Fleurus","Lettres","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Les Romains","Fleurus","Lettres","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Les Grecs","Fleurus","Lettres","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","L’Égypte","Fleurus","Lettres","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Nature","Fleurus","Lettres","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Histoire universelle","Larousse","Lettres","Icon"
"BULGARIE","VITOCHA","COLLECTIF","Les Animaux familiers","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Les Records d’animaux","Fleurus","Jeunesse","Pan Publishing House"
"BULGARIE","VITOCHA","COLLECTIF","Une anthologie de la poésie française du  XX e siècle","Gallimard","Lettres","Nov Zlatorog"
"BULGARIE","VITOCHA","COLLECTIF L’HISTOIRE","Initiation à l’Orient ancien","Le Seuil","Lettres","RIVA Publishers"
"BULGARIE","VITOCHA","ALCANTE & PAGOT","Pandora box 1","Dupuis","Jeunesse","Art Line Comics"
"BULGARIE","VITOCHA","AUDOIN-ROUZEAU STÉPHANE","Les Historiens","Armand Colin","Sciences Sociales et Humaines","Kama"
"BULGARIE","VITOCHA","AUMONT JACQUES","Dictionnaire théorique et critique du cinéma","Armand Colin","Arts","Colibri"
"BULGARIE","VITOCHA","AUTISSIER ISABELLE","Salut au grand Sud","Stock","Lettres","Panorama +"
"BULGARIE","VITOCHA","BARBUCCI ALESSANDRO & CANEPA BARBARA","Sky Doll (tome I): La ville jaune","MC Productions","Jeunesse","Studio Artline"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Oublier Foucault","Galilée","Philosophie","Critique & Humanisme"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","L’Invitée","Gallimard","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Premier amour","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Molloy","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Malone meurt","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BECKETT SAMUEL","L’Innommable","Minuit","Lettres","Fama"
"BULGARIE","VITOCHA","BERELOWITCH WLADIMIR","Histoire de Saint-Pétersbourg","Fayard","Lettres","Riva"
"BULGARIE","VITOCHA","BERNANOS GEORGES","La Liberté, pour quoi faire?","Gallimard","Lettres","Sofia"
"BULGARIE","VITOCHA","BERNANOS GEORGES","Journal d’un curé de campagne","Plon","Lettres","Sofia"
"BULGARIE","VITOCHA","BERNANOS GEORGES","Nouvelle histoire de Mouchette","Plon","Lettres","Sviat 2001"
"BULGARIE","VITOCHA","BERNANOS GEORGES","Monsieur Ouine","Plon","Lettres","Sofia"
"BULGARIE","VITOCHA","BERNANOS GEORGES","Dialogue des carmélites","Le Seuil","Lettres","Sofia"
"BULGARIE","VITOCHA","BESSON LUC","Arthur et les Minimoys","Intervista","Arts","Sluntse"
"BULGARIE","VITOCHA","BESSON PHILIPPE","Le Garçon d’Italie","Robert Laffont","Lettres","Uniscorp"
"BULGARIE","VITOCHA","BESSON PHILIPPE","L’Arrière-saison","Robert Laffont","Lettres","Uniscorp"
"BULGARIE","VITOCHA","BOULLE PIERRE","L’Archéologie ou le Mystère de Nefertiti","Le Cherche Midi","Lettres","Kralitza Mab"
"BULGARIE","VITOCHA","BOURDIEU PIERRE","Méditations pascaliennes","Le Seuil","Sciences Sociales et Humaines","Panorama +"
"BULGARIE","VITOCHA","BRAGUE RÉMI","Europe la voie romaine","Fleurus","Sciences Sociales et Humaines","Semarssh Publishing House"
"BULGARIE","VITOCHA","BRAUNSTEIN JEAN-FRANÇOIS & PHAN BERNARD","Manuel de culture générale","Armand Colin","Lettres","Riva"
"BULGARIE","VITOCHA","CALVET ROBERT","Les Japonais. Histoire d’un peuple","Armand Colin","Sciences Sociales et Humaines","Riva"
"BULGARIE","VITOCHA","CALVET ROBERT","Les Américains. Histoire d’un peuple","Armand Colin","Sciences Sociales et Humaines","Riva"
"BULGARIE","VITOCHA","CAMUS ALBERT","La Peste","Gallimard","Lettres","Fama"
"BULGARIE","VITOCHA","CAMUS ALBERT","L’Étranger","Gallimard","Lettres","Fama"
"BULGARIE","VITOCHA","CAMUS ALBERT","La Chute","Gallimard","Lettres","Fama"
"BULGARIE","VITOCHA","CARRÈRE D ’ENCAUSSE HÉLÈNE","L’Empire d’Eurasie","Fayard","Lettres","Riva"
"BULGARIE","VITOCHA","CARRIÈRE JEAN-CLAUDE & FORMAN MILOS","Les Fantômes de Goya","Plon","Lettres","Colibri"
"BULGARIE","VITOCHA","CHALIAND GÉRARD","Histoire du terrorisme, de l’Antiquité à Al-Qaïda","Bayard","Sciences Sociales et Humaines","Lege Artis"
"BULGARIE","VITOCHA","CHARLIER & GIRAUD","Blueberry (vol. I): Fort Navajo","Dargaud","Jeunesse","Studio Artline"
"BULGARIE","VITOCHA","CIORAN ÉMILE-MICHEL","Précis de décomposition","Gallimard","Lettres","Fakel Express"
"BULGARIE","VITOCHA","CLAUDON FRANÇOIS","Les Grands Mouvements littéraires européens","Armand Colin","Sciences Sociales et Humaines","Balkani"
"BULGARIE","VITOCHA","CORBIN ALAIN","Histoire du christianisme","Le Seuil","Sciences Sociales et Humaines","Riva"
"BULGARIE","VITOCHA","DAI SIJIÉ","Le Complexe de Di","Gallimard","Lettres","Colibri"
"BULGARIE","VITOCHA","DARRIEUSSECQ MARIE","Le Bébé","P.O.L.","Lettres","Colibri"
"BULGARIE","VITOCHA","DAVID PATRICK","La Négociation commerciale en pratique","Organisation","Sciences et Techniques","Princeps"
"BULGARIE","VITOCHA","DELEUZE GILLES","Mille plateaux","Minuit","Lettres","Critique & Humanisme"
"BULGARIE","VITOCHA","DELEUZE GILLES & GUATTARI FÉLIX","Kafka. Pour une littérature mineure","Minuit","Lettres","Sonm"
"BULGARIE","VITOCHA","DESROCHES NOBLECOURT CHRISTIANE","Le Fabuleux Héritage de l’Égypte","Télémaque","Lettres","Riva"
"BULGARIE","VITOCHA","DJIAN PHILIPPE","Maudit manège","Aubier","Lettres","Colibri"
"BULGARIE","VITOCHA","DJIAN PHILIPPE","Impuretés","Gallimard","Lettres","Colibri"
"BULGARIE","VITOCHA","DOLTO FRANÇOISE","Tout est langage","Gallimard","Sciences Sociales et Humaines","Colibri"
"BULGARIE","VITOCHA","DOSSE FRANÇOIS","La Marche des idées","La Découverte","Sciences Sociales et Humaines","Sonm"
"BULGARIE","VITOCHA","DUBY GEORGES","Le Chevalier, la Femme et le Prêtre","Hachette Livre","Lettres","Kama"
"BULGARIE","VITOCHA","DUCHEIN MICHEL","Histoire de l’Écosse","Fayard","Lettres","Riva"
"BULGARIE","VITOCHA","DURAS MARGUERITE","L’Amant de la Chine du Nord","Gallimard","Lettres","Colibri"
"BULGARIE","VITOCHA","FEBVRE LUCIEN","Amour sacré, amour profane","Gallimard","Sciences Sociales et Humaines","Agata-A"
"BULGARIE","VITOCHA","FOENKINOS DAVID","En cas de bonheur","Flammarion","Lettres","Pulsio Eood"
"BULGARIE","VITOCHA","FOSSIER ROBERT","Ces gens du Moyen Âge","Fayard","Lettres","Riva"
"BULGARIE","VITOCHA","FOUCAULT MICHEL","Maladie mentale et psychologie","PUF","Philosophie","Critique & Humanisme"
"BULGARIE","VITOCHA","FRANCK DAN","Bohêmes","Calmann-Lévy","Lettres","Sonm"
"BULGARIE","VITOCHA","FRISON-ROCHE ROGER","La Piste oubliée","Flammarion","Lettres","Odysseia-In"
"BULGARIE","VITOCHA","GALIMARD FLAVIGNY BERTRAND","Histoire de l’ordre de Malte","Perrin","Lettres","Riva"
"BULGARIE","VITOCHA","GARY ROMAIN","Vie et mort d’Émile Ajar","Gallimard","Lettres","Lege Artis"
"BULGARIE","VITOCHA","GARY ROMAIN","Europa","Gallimard","Lettres","Panorama +"
"BULGARIE","VITOCHA","GARY ROMAIN","L’Orage","L’Herne","Lettres","Uniscorp"
"BULGARIE","VITOCHA","GAUDÉ LAURENT","Le Soleil des Scorta","Actes Sud","Lettres","Riva"
"BULGARIE","VITOCHA","GAUTRON JEAN-CLAUDE","Droit européen","Dalloz","Lettres","Institut de droit européen"
"BULGARIE","VITOCHA","GAVALDA ANNA","Ensemble, c’est tout","Le Dilettante","Lettres","Uniscorp"
"BULGARIE","VITOCHA","GENETTE GÉRARD","Fiction et Diction","Le Seuil","Sciences Sociales et Humaines","SEMA"
"BULGARIE","VITOCHA","GERMAIN SYLVIE","Immensités","Gallimard","Lettres","Ik Kollins-5"
"BULGARIE","VITOCHA","GIRARD RENÉ","Je vois Satan tomber comme l’éclair","Grasset","Sciences Sociales et Humaines","Iztok-Zapad"
