Bénéficiaire,Nature du projet,Coût du projet (€),Subvention allouée (€),Dossier transmis par,Nature de la réserve,Part prise en charge,Département,Groupe parlementaire,Lien vers données parlementaires
CYSOING,L'acquisition de défibrillateurs cardiaques automatiques et d'armoires externes,4379,2189,TÜRK Alex,Sénat,"0,4998858187",59,NI,http://nossenateurs.fr/TÜRK%20Alex/xml
DABO,La restauration du Rocher de la Paie,24393,5000,MARTY Alain,Assemblée nationale,"0,2049768376",57,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
DADONVILLE,"L'assainissement des hameaux de Grantarvilliers, Bourgneuf et Thiellay (phase 1 - tranches 1 et 2)",410860,20000,SUEUR Jean-Pierre,Sénat,"0,0486783819",45,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
DAGNY,L'aménagement d'un jardin du souvenir,4122,2050,JACOB Christian,Assemblée nationale,"0,4973313925",77,UMP,http://2007.nosdeputes.fr/JACOB%20Christian/xml
DALHAIN,La réparation d'une fuite sur la borne d'incendie,2976,1400,MARTY Alain,Assemblée nationale,"0,4704301075",57,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
DALLON,La réfection de l'ancien préau situé dans la cour de la mairie et l'installation de jeux pour enfants,46974,4500,BERTRAND Xavier,Assemblée nationale,"0,0957976753",2,UMP,http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
DALOU,La réfection de la voirie (programme 2011),52606,12000,MARC François,Sénat,"0,2281108619",9,SOC,http://nossenateurs.fr/MARC%20François/xml
DAMBACH,L'aménagement des abords de l'école,246300,15000,REISS Frédéric,Assemblée nationale,"0,0609013398",67,UMP,http://2007.nosdeputes.fr/REISS%20Frédéric/xml
DAME-MARIE,L'aménagement de la Place de l'Eglise,6157,2462,LEFRAND Guy,Assemblée nationale,"0,3998700666",27,UMP,http://2007.nosdeputes.fr/LEFRAND%20Guy/xml
DAMERAUCOURT,Le remplacement de la clôture du Monument aux Morts,8000,4000,MARINI Philippe,Sénat,"0,5",60,UMP,http://nossenateurs.fr/MARINI%20Philippe/xml
DAMMARIE,La mise en sécurité des entrées du bourg,20377,4124,CORNU Gérard,Sénat,"0,202385042",28,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
DAMMARIE-LES-LYS,"L'extension et l'aménagement de la salle de spectacles polyvalente ""Espace Pierre Bachelet"" (travaux complémentaires)",476643,100000,MIGNON Jean-Claude,Assemblée nationale,"0,2098006265",77,UMP,http://2007.nosdeputes.fr/MIGNON%20Jean-Claude/xml
DAMMARIE-SUR-LOING,La construction d'un local technique dans la cour de l'atelier,21164,4232,SUEUR Jean-Pierre,Sénat,"0,1999622",45,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
DAMPIERRE-EN-CROT,La réfection de la voie communale des Torteaux,21119,10500,FROMION Yves,Assemblée nationale,"0,4971826318",18,UMP,http://2007.nosdeputes.fr/FROMION%20Yves/xml
DAMPIERRE-EN-GRACAY,L'établissement d'une carte communale,6500,3250,SANDRIER Jean-Claude,Assemblée nationale,"0,5",18,GDR,http://2007.nosdeputes.fr/SANDRIER%20Jean-Claude/xml
DAMPIERRE-EN-YVELINES,La mise aux normes de l'annexe du foyer rural située rue de la Grande Vigne,125000,25000,0,Réserve ministérielle,"0,2",78,,
DAMPIERRE-EN-YVELINES,La mise en place d'un élévateur pour personnes à mobilité réduite au foyer rural,44137,22000,0,Réserve ministérielle,"0,4984480141",78,,
DAMPIERRE-EN-YVELINES,La reprise du city-stade de l'école primaire et la mise aux normes électriques et le câblage informatique d'une partie des bâtiments scolaires,36017,18008,0,Réserve ministérielle,"0,4999861177",78,,
DAMPMART,"La réfection de la toiture du gymnase et de la ruelle Colas et l'aménagement de trottoirs, rue de la République",95924,43000,BRUNEL Chantal,Assemblée nationale,"0,4482715483",77,UMP,http://2007.nosdeputes.fr/BRUNEL%20Chantal/xml
DAMPMART,La construction d'une école élémentaire,4105040,140000,0,Réserve ministérielle,"0,034104418",77,,
DAMPMART,La construction d'un restaurant scolaire,1157188,40000,BRICQ Nicole,Sénat,"0,0345665527",77,SOC,http://nossenateurs.fr/BRICQ%20Nicole/xml
DAMPMART,L'acquisition et l'installation d'un panneau d'information,14560,4425,HOUEL Michel,Sénat,"0,3039148352",77,UMP,http://nossenateurs.fr/HOUEL%20Michel/xml
DAMPMART,La construction d'un accueil périscolaire,1120158,40000,HYEST Jean-Jacques,Sénat,"0,0357092482",77,UMP,http://nossenateurs.fr/HYEST%20Jean-Jacques/xml
DAMVIX,La mise en sécurité de la rue du Paradis,42784,10000,RETAILLEAU Bruno,Sénat,"0,2337322364",85,UMP,http://nossenateurs.fr/RETAILLEAU%20Bruno/xml
DANESTAL,La mise en place de citernes à incendie,32315,7000,DUPONT Ambroise,Sénat,"0,2166176698",14,UMP,http://nossenateurs.fr/DUPONT%20Ambroise/xml
DANGEAU,La réfection des façades de la salle des fêtes,64000,8000,VIGIER Philippe,Assemblée nationale,"0,125",28,NC,http://2007.nosdeputes.fr/VIGIER%20Philippe/xml
DANGERS,La restauration de vitraux et la pose de grillages de protection à l'église Saint-Rémy (tranches ferme et conditionnelle),22308,5000,de LA RAUDIERE Laure,Assemblée nationale,"0,2241348395",28,UMP,http://2007.nosdeputes.fr/de%20LA%20RAUDIERE%20Laure/xml
DANGOLSHEIM,"La mise en accessibilité pour les personnes à mobilité réduite, de l'école et de l'église",22464,3200,REICHARDT André,Sénat,"0,1424501425",67,UMP,http://nossenateurs.fr/REICHARDT%20André/xml
DANNEMARIE,L'aménagement de la place de la 5ème Division Blindée,217922,15000,JEANNEROT Claude,Sénat,"0,0688319674",68,SOC,http://nossenateurs.fr/JEANNEROT%20Claude/xml
DANNEMOIS,"Le remplacement du chauffage de la salle des fêtes ""Jean-Pierre Cayot""",13512,6000,DELAHAYE Vincent,Sénat,"0,4440497336",91,UDI,http://nossenateurs.fr/DELAHAYE%20Vincent/xml
DANNES,La restauration de l'église Saint-Martin (phases 1 à 5),599375,12000,CUVILLIER Frédéric,Assemblée nationale,"0,0200208551",62,SRC,http://2007.nosdeputes.fr/CUVILLIER%20Frédéric/xml
DANZE,Le remplacement du système de chauffage du foyer rural et l'isolation du vestiaire,20967,3800,GOURAULT Jacqueline,Sénat,"0,1812371822",41,UDI,http://nossenateurs.fr/GOURAULT%20Jacqueline/xml
DARBONNAY,La restauration intérieure de la chapelle,26912,8000,BARBIER Gilbert,Sénat,"0,2972651605",39,RDSE,http://nossenateurs.fr/BARBIER%20Gilbert/xml
DARDENAC,La restauration de l'église et d'un tombeau et d'une croix au cimetière,34030,17000,0,Réserve ministérielle,"0,4995592125",33,,
DARGNIES,La réfection de la cour d'école du groupe scolaire Léone Petit,14201,7100,BIGNON Jérôme,Assemblée nationale,"0,4999647912",80,UMP,http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
DARNEY,La réhabilitation de l'ancienne usine Helsa en bâtiment-relais,1054800,20000,PONCELET Christian,Sénat,"0,0189609405",88,UMP,http://nossenateurs.fr/PONCELET%20Christian/xml
DAROIS,L'aménagement sécuritaire de la RD 971 et de ses abords en traverse du village,90000,20000,DEPIERRE Bernard,Assemblée nationale,"0,2222222222",21,UMP,http://2007.nosdeputes.fr/DEPIERRE%20Bernard/xml
DAUBEUF-LA-CAMPAGNE,La réfection de la mairie,4271,2135,BOURDIN Joël,Sénat,"0,4998829314",27,UMP,http://nossenateurs.fr/BOURDIN%20Joël/xml
DAUBEUF-LA-CAMPAGNE,L'aménagement paysager du jardin du souvenir,712,350,MAUREY Hervé,Sénat,"0,4915730337",27,UDI,http://nossenateurs.fr/MAUREY%20Hervé/xml
DAUBEUF-LA-CAMPAGNE,La réfection de la salle communale,3812,1400,PONIATOWSKI Ladislas,Sénat,"0,3672612802",27,UMP,http://nossenateurs.fr/PONIATOWSKI%20Ladislas/xml
DAUBEUF-PRES-VATTEVILLE,La construction d'un restaurant scolaire et l'extension et la restructuration du groupe scolaire,1182500,10000,GILARD Franck,Assemblée nationale,"0,0084566596",27,UMP,http://2007.nosdeputes.fr/GILARD%20Franck/xml
DAUBEUF-SERVILLE,La réfection de la cour de l'école maternelle,12650,3000,FIDELIN Daniel,Assemblée nationale,"0,2371541502",76,UMP,http://2007.nosdeputes.fr/FIDELIN%20Daniel/xml
DAVAYE,La rénovation du chauffage et des travaux d'électricité dans la salle polyvalente,27776,13000,COURTOIS Jean-Patrick,Sénat,"0,4680299539",71,UMP,http://nossenateurs.fr/COURTOIS%20Jean-Patrick/xml
DAVREY,La restructuration du logement communal situé rue du Moutier,138500,13000,MATHIS Jean-Claude,Assemblée nationale,"0,0938628159",10,UMP,http://2007.nosdeputes.fr/MATHIS%20Jean-Claude/xml
DAVRON,L'acquisition d'un tableau numérique pour l'école des Sources,4690,1500,0,Réserve ministérielle,"0,3198294243",78,,
DAVRON,"Le renforcement de la voie communale n°4 dite ""rue de Bullion""",100878,10000,LARCHER Gérard,Sénat,"0,0991296417",78,UMP,http://nossenateurs.fr/LARCHER%20Gérard/xml
DAX,La restauration de la courtine des vestiges de l'enceinte gallo-romaine et de la tour 7 (2ème tranche),320000,79700,CARRERE Jean-Louis,Sénat,"0,2490625",40,SOC,http://nossenateurs.fr/CARRERE%20Jean-Louis/xml
de Vaux-en-Amiénois Saint-Vast-en-Chaussée,L'acquisition d'ordinateurs fixes et d'un tableau interactif pour la 4ème classe du regroupement scolaire située à Vaux-en-Amiénois,3692,1846,DENEUX Marcel,Sénat,"0,5",80,UDI,http://nossenateurs.fr/DENEUX%20Marcel/xml
DECAZEVILLE,La restauration et la mise en sécurité du mausolée Cabrol,192632,6000,ESCOFFIER Anne-Marie,Sénat,"0,0311474729",12,RDSE,http://nossenateurs.fr/ESCOFFIER%20Anne-Marie/xml
DELLE,L'aménagement du champ de foire,158545,30000,0,Réserve ministérielle,"0,189220726",90,,
DELME,L'acquisition de mobilier et de matériel pour la salle multifonctions,40969,10000,MARTY Alain,Assemblée nationale,"0,2440869926",57,UMP,http://2007.nosdeputes.fr/MARTY%20Alain/xml
DELUZ,La mise en sécurité et en accessibilité de l'école primaire,8074,4000,GROSPERRIN Jacques,Assemblée nationale,"0,4954173892",25,UMP,http://2007.nosdeputes.fr/GROSPERRIN%20Jacques/xml
DEMANGEVELLE,La réfection de la toiture et de certaines portes du Théâtre Jacqueline Bordot,46802,10000,MICHEL Jean-Pierre,Sénat,"0,2136660826",70,SOC,http://nossenateurs.fr/MICHEL%20Jean-Pierre/xml
DEMU,La réfection et la mise aux normes de la salle communale,84088,10000,0,Réserve ministérielle,"0,118923033",32,,
DENAT,La réfection du mur du cimetière,8075,3000,FOLLIOT Philippe,Assemblée nationale,"0,3715170279",81,NC,http://2007.nosdeputes.fr/FOLLIOT%20Philippe/xml
DENESTANVILLE,"Aménagements de voirie, rues Saint-Martin, des Cyclamens, des Bégonias et des Myosotis",107431,10000,REVET Charles,Sénat,"0,0930830021",76,UMP,http://nossenateurs.fr/REVET%20Charles/xml
DENEZE-SOUS-DOUE,"La restauration du clocher, du porche et des pilastres de l'église",9347,4000,PIRON Michel,Assemblée nationale,"0,4279447951",49,UMP,http://2007.nosdeputes.fr/PIRON%20Michel/xml
DENNEY,"La démolition et la reconstruction du pont situé rue Courtot, la rénovation de la voûte du pont situé rue de la Chaussée et la restauration du lavoir",49880,20000,0,Réserve ministérielle,"0,4009623095",90,,
DENONVILLE,La construction d'un hangar municipal (2ème tranche),18777,5000,CORNU Gérard,Sénat,"0,2662832188",28,UMP,http://nossenateurs.fr/CORNU%20Gérard/xml
DENTING,La réhabilitation du bâtiment de la mairie et de ses abords,235658,10000,WOJCIECHOWSKI André,Assemblée nationale,"0,0424343752",57,UMP,http://2007.nosdeputes.fr/WOJCIECHOWSKI%20André/xml
DEOLS,La mise en accessibilité d'arrêts de bus sur le secteur Brassioux,34671,10000,PINTON Louis,Sénat,"0,2884254853",36,UMP,http://nossenateurs.fr/PINTON%20Louis/xml
des sources d'Essuiles - Saint-Rimault,Une mise en liaison de station de pompage d'Essuiles au réservoir du Plessier sur Bulles,800000,8000,DASSAULT Olivier,Assemblée nationale,"0,01",60,UMP,http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
DESAIGNES,L'aménagement du centre bourg,646625,15000,HERVIAUX Odette,Sénat,"0,023197371",7,SOC,http://nossenateurs.fr/HERVIAUX%20Odette/xml
DESERVILLERS,L'équipement de la cuisine de la future salle de convivialité et des associations,22000,1800,HUMBERT Jean-François,Sénat,"0,0818181818",25,UMP,http://nossenateurs.fr/HUMBERT%20Jean-François/xml
DESHAIES,La mise en place d'un plan Relais Informations Service (1ère tranche),36350,9080,MARC Jeanny,Assemblée nationale,"0,2497936726",971,SRC,http://2007.nosdeputes.fr/MARC%20Jeanny/xml
DESNES,L'aménagement du bâtiment de la fromagerie,76750,10000,PELISSARD Jacques,Assemblée nationale,"0,1302931596",39,UMP,http://2007.nosdeputes.fr/PELISSARD%20Jacques/xml
DESSELING,L'acquisition de bacs à sel et d'un épandeur de voirie,3387,1500,MASSON Jean-Louis,Sénat,"0,4428697963",57,,http://nossenateurs.fr/MASSON%20Jean-Louis/xml
DESTORD,"La pose de bordures de trottoirs en granit au lotissement ""Ban de Mal sur les Grands Champs""",13260,4000,CHERPION Gérard,Assemblée nationale,"0,3016591252",88,UMP,http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
DETAIN-ET-BRUANT,La sécurisation des traversées d'agglomération,19575,5872,REBSAMEN François,Sénat,"0,2999744572",21,SOC,http://nossenateurs.fr/REBSAMEN%20François/xml
DEUX-EVAILLES,L'isolation phonique de la salle communale,1222,500,0,Réserve ministérielle,"0,4091653028",53,,
DEVECEY,Le réaménagement du centre du village,1529000,8000,GROSPERRIN Jacques,Assemblée nationale,"0,0052321779",25,UMP,http://2007.nosdeputes.fr/GROSPERRIN%20Jacques/xml
DEVEZE,"La réfection de la toiture du logement de l'école, la mise en place d'une installation électrique à la halle et l'édification d'un columbarium",30729,2500,FORGUES Pierre,Assemblée nationale,"0,0813563735",65,SRC,http://2007.nosdeputes.fr/FORGUES%20Pierre/xml
DEVROUZE,La rénovation du bâtiment école-mairie et l'acquisition de mobilier scolaire (2ème tranche),37381,10000,COURTOIS Jean-Patrick,Sénat,"0,2675155828",71,UMP,http://nossenateurs.fr/COURTOIS%20Jean-Patrick/xml
DEYCIMONT,"Le renforcement des voies communales n°1, 102 et 106",120450,10000,CHERPION Gérard,Assemblée nationale,"0,0830220008",88,UMP,http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
DHUISY,La construction d'un abri à sel,27000,5500,0,Réserve ministérielle,"0,2037037037",77,,
DHUIZEL,La réhabilitation des branchements en plomb,36172,7500,VASSEUR Isabelle,Assemblée nationale,"0,207342696",2,UMP,http://2007.nosdeputes.fr/VASSEUR%20Isabelle/xml
DIDENHEIM,L'extension du dépôt des sapeurs-pompiers,67550,33775,GROSSKOST Arlette,Assemblée nationale,"0,5",68,UMP,http://2007.nosdeputes.fr/GROSSKOST%20Arlette/xml
DIE,L'aménagement des places du Marché et de la Cathédrale,2386067,50000,MARITON Hervé,Assemblée nationale,"0,0209549858",26,UMP,http://2007.nosdeputes.fr/MARITON%20Hervé/xml
DIENNE,L'aménagement du centre bourg,206326,2500,COUTELLE Catherine,Assemblée nationale,"0,0121167473",86,SRC,http://2007.nosdeputes.fr/COUTELLE%20Catherine/xml
DIENNE,"L'installation d'une chaudière murale pour l'alimentation du bâtiment école, la salle de la mairie et les appartements communaux situés à l'étage",35560,7000,MARLEIX Alain,Assemblée nationale,"0,1968503937",15,UMP,http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
DIENVILLE,L'aménagement de la rue Georges Sciannaméa,28602,6000,DHUICQ Nicolas,Assemblée nationale,"0,2097755402",10,UMP,http://2007.nosdeputes.fr/DHUICQ%20Nicolas/xml
DIEPPE,L'extension de l'aire de jeux pour jeunes enfants du square Pinsdez,120000,60000,BORVO COHEN-SEAT Nicole,Sénat,"0,5",76,CRC,http://nossenateurs.fr/BORVO%20COHEN-SEAT%20Nicole/xml
DIEPPE,L'informatisation et la numérisation des écoles (programme 2012),100087,50000,FOUCAUD Thierry,Sénat,"0,4995653781",76,CRC,http://nossenateurs.fr/FOUCAUD%20Thierry/xml
DIEPPE-SOUS-DOUAUMONT,La réhabilitation d'une remise communale en logement locatif,125650,7500,0,Réserve ministérielle,"0,059689614",55,,
DIEULEFIT,La mise en accessibilité de la piscine municipale,100000,10000,ACCOYER Bernard,Assemblée nationale,"0,1",26,UMP,http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
DIEULIVOL,La réhabilitation du logement communal situé au-dessus de la mairie,75912,8000,DES ESGAULX Marie-Hélène,Sénat,"0,1053851828",33,UMP,http://nossenateurs.fr/DES%20ESGAULX%20Marie-Hélène/xml
DIEULOUARD,"La réfection de la voirie et l'enfouissement des réseaux, rue, ruelle et place des Moines et rue Maurice Georgin",485001,6500,LE DEAUT Jean-Yves,Assemblée nationale,"0,0134020342",54,SRC,http://2007.nosdeputes.fr/LE%20DEAUT%20Jean-Yves/xml
DIEULOUARD,La construction d'un bâtiment extrascolaire et de salles de classe,1540000,7000,REINER Daniel,Sénat,"0,0045454545",54,SOC,http://nossenateurs.fr/REINER%20Daniel/xml
DIGNE-LES-BAINS,"La réfection du chéneau central de la halle des sports ""Alice Milliat""",52500,5000,DOMEIZEL Claude,Sénat,"0,0952380952",4,SOC,http://nossenateurs.fr/DOMEIZEL%20Claude/xml
DIJON,La réhabilitation de la halle Bonnotte en espace culturel théâtral,2484410,200000,REBSAMEN François,Sénat,"0,0805020105",21,SOC,http://nossenateurs.fr/REBSAMEN%20François/xml
DIJON,"La réhabilitation du bâtiment  ""Les Tanneries""",950000,200000,REBSAMEN François,Sénat,"0,2105263158",21,SOC,http://nossenateurs.fr/REBSAMEN%20François/xml
DIJON,La mise en place d'une signalétique au Musée des Beaux Arts,778912,50127,REBSAMEN François,Sénat,"0,0643551518",21,SOC,http://nossenateurs.fr/REBSAMEN%20François/xml
DINSHEIM-SUR-BRUCHE,L'aménagement d'une rampe d'accès à la mairie pour les personnes à mobilité réduite,43734,2400,KELLER Fabienne,Sénat,"0,0548772122",67,UMP,http://nossenateurs.fr/KELLER%20Fabienne/xml
DIORS,L'aménagement de la rue des Acacias et des abords de la salle des fêtes,755871,5000,MAYET Jean-François,Sénat,"0,0066148853",36,UMP,http://nossenateurs.fr/MAYET%20Jean-François/xml
DIRINON,La construction de tribunes-vestiaires au complexe sportif,853660,70000,0,Réserve ministérielle,"0,0819998594",29,,
DIROL,"Le remplacement des menuiseries du logement communal situé 37, Grande Rue",4372,2000,SUEUR Jean-Pierre,Sénat,"0,4574565416",58,SOC,http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
DISSANGIS,"La réfection de la voirie, rue de l'Etang",34330,3500,ROLLAND Jean-Marie,Assemblée nationale,"0,1019516458",89,UMP,http://2007.nosdeputes.fr/ROLLAND%20Jean-Marie/xml
DISSAY-SOUS-COURCILLON,"L'aménagement d'une voie nouvelle au lieu-dit ""Les Perruches""",116000,15000,PAVY-MORANCAIS Béatrice,Assemblée nationale,"0,1293103448",72,,http://2007.nosdeputes.fr/PAVY-MORANCAIS%20Béatrice/xml
DISTROFF,"La construction d'une école maternelle, d'un accueil périscolaire et d'une bibliothèque",1933538,60000,0,Réserve ministérielle,"0,0310311977",57,,
DIVAJEU,L'assainissement des eaux usées du hameau de Lambres et des quartiers nord (phase 1),835000,20000,MARITON Hervé,Assemblée nationale,"0,0239520958",26,UMP,http://2007.nosdeputes.fr/MARITON%20Hervé/xml
DIVONNE-LES-BAINS,L'aménagement d'une voie nouvelle entre le rond-point des 4 Pierres et la rue Guy de Maupassant,730301,10000,BLANC Etienne,Assemblée nationale,"0,0136929841",1,UMP,http://2007.nosdeputes.fr/BLANC%20Etienne/xml
DIZY-LE-GROS,L'acquisition de mobilier pour les salles multiservices de la mairie,9413,4000,LEFEVRE Antoine,Sénat,"0,4249442261",2,UMP,http://nossenateurs.fr/LEFEVRE%20Antoine/xml
DOAZIT,L'aménagement de la salle polyvalente,192100,20000,EMMANUELLI Henri,Assemblée nationale,"0,1041124414",40,SRC,http://2007.nosdeputes.fr/EMMANUELLI%20Henri/xml
DOCELLES,La mise en lumière du Monument aux Morts,1420,700,CHERPION Gérard,Assemblée nationale,"0,4929577465",88,UMP,http://2007.nosdeputes.fr/CHERPION%20Gérard/xml
DOGNEN,L'extension et l'aménagement de la mairie,67504,10000,LASSALLE Jean,Assemblée nationale,"0,1481393695",64,NI,http://2007.nosdeputes.fr/LASSALLE%20Jean/xml
DOIGNIES,"La mise en place d'une défense incendie, rue de Beaumetz",61400,5000,VILLAIN François-Xavier,Assemblée nationale,"0,0814332248",59,NI,http://2007.nosdeputes.fr/VILLAIN%20François-Xavier/xml
