pays,nom pap,auteur,titre,editeur,type,editeur trad,periode
AFRIQUE DU SUD,Sinclair Beiles Grant,Saint-Exupéry Antoine de,Le petit prince,Gallimard,inconnu,STE Publishers pty ltd,2008-01-01
AFRIQUE DU SUD,Sinclair Beiles Grant,Saint-Exupéry Antoine de,Le petit prince,Gallimard,inconnu,STE Publishers pty ltd,2008-01-01
AFRIQUE DU SUD,Sinclair Beiles Grant,Le Clézio J.-M. G.,L'Africain,Mercure de France,Littérature,SUN MeDIA Blœmfontein,2010-03-01
AFRIQUE DU SUD,Sinclair Beiles Grant,Camus Albert,La Peste,Gallimard,Littérature,Protea,2011-09-01
AFRIQUE DU SUD,Sinclair Beiles Grant,Houellebecq Michel,Rester vivant et une selection de poemes,Flammarion,Essai,Hond,2012-09-01
Alliance Internationale des Editeurs Indépendants,Coéd. régionales Afrique,Diop Boubacar Boris,Kaveena,Philippe Rey,inconnu,Barzakh,2009-03-01
Alliance Internationale des Editeurs Indépendants,Coéd. régionales Afrique,Dongala Emmanuel,Jazz et Vin de palme,Hatier,inconnu,Barzakh,2009-03-01
Alliance Internationale des Editeurs Indépendants,Coéd. régionales Afrique,Mbaye Sanou,L'Afrique au secours de l'Afrique,Éd. de l'Atelier,Documents/Essais d'actualité,Presses Universitaires d'Afrique,2010-03-01
ALBANIE,Fan Noli,Jaqué Jean-Paul,Droit institutionnel de l'Union européenne,Dalloz,inconnu,Papirus,2008-01-01
ALBANIE,Fan Noli,Cabanes Pierre,Les Illyriens,Armand Colin,inconnu,Carpe Diem,2009-09-01
ALBANIE,Fan Noli,Letessier J-Y.; Silvano J.; Soin R.,L'Europe économique et son avenir,Armand Colin,inconnu,Papirus,2009-09-01
ALBANIE,Fan Noli,Wolton Dominique,Sauver la communication,Flammarion,inconnu,Papirus,2009-09-01
ALBANIE,Fan Noli,Balle Francis,Médias et soci'06s,Lextenso,Universitaire/Enseignement supérieur,Papirus,2010-03-01
ALBANIE,Fan Noli,Beckett Samuel ,"Trilogie ""Molly; Malone meurt et L'Innommable",Éd. de Minuit,œuvres littéraires contemporaines,Tirana Times,2010-09-01
ALBANIE,Fan Noli,Kundera Milan ,L'Ignorance,Gallimard(auteur détenteur des droits),OK,Dituria,2010-09-01
ALBANIE,Fan Noli,'05gret Éric,Sociologie de la communicationet des média,Armand Colin,Universitaire/Enseignement supérieur,Papirus,2010-03-01
ALBANIE,Fan Noli,Bazin André ,Qu'est ce que le cinéma ?,Éd. du Cerf,Arts,Zenit,2011-03-01
ALBANIE,Fan Noli,Duby Georges,Histoire de la France,Larousse,Histoire/Géographie/Archéologie,Dituria,2011-03-01
ALBANIE,Fan Noli,Ollivier Bruno ,Les Sciences de la Communication,Armand Colin,Sciences Hu'05nes et Sociales,Papirus,2011-03-01
ALBANIE,Fan Noli,Hennion-Moreau Sylvie;Le Barbier-Le Bris Muriel et Del Sol Marion,Droit social européen et international,PUF,inconnu,Papirus,2012-03-01
ALBANIE,Fan Noli,Lopez Roberto S.,Naissance de l'Europe,Armand Colin,inconnu,Dituria,2012-03-01
ALBANIE,Fan Noli,Nourissat Cyril ,Droit des affaires de l'UE,Dalloz,inconnu,Papirus,2012-03-01
ALBANIE,Fan Noli,Claudel Philippe,Parfums,Stock,Littérature,Ombra GVG,2013-06-01
ALBANIE,Fan Noli,Fustel de Coulanges,La cité antique,Flammarion,SHS,Dituria,2013-06-01
ALBANIE,Fan Noli,Le Corbusier,Vers une architecture,Fondation Le Corbusier,Arts,Dituria,2013-06-01
ALBANIE,Fan Noli,Sartre Jean-Paul,Huis clos et Les mouches,Gallimard,inconnu,Fan Noli,2013-02-01
ALBANIE,Fan Noli,Sartre Jean-Paul,La Nausée,Gallimard,inconnu,Fan Noli,2013-02-01
ALGÉRIE,Mohammed Dib,Begag Azouz,Un train pour chez vous,Thierry Magnier,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Belamri Rabah,Femmes sans visage,Gallimard,inconnu,APIC,2008-01-01
ALGÉRIE,Mohammed Dib,Bouraoui Nina,Appelez-moi par mon prénom,Stock,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Gnesotto Nicole et Grevi Giovanni,Le monde en 2025,Laffont,inconnu,Sedia (Algérie),2008-01-01
ALGÉRIE,Mohammed Dib,Guène Faïza,Du rêve pour les oufs,Hachette,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Khadra Yasmina,Ce que le jour doit à la nuit,Robert Laffont//Julliard,Littérature,Sedia (Algérie),2008-01-01
ALGÉRIE,Mohammed Dib,Manillier Céline,Versail et le jardin de Laly,LES EDITIONS DU RICOCHET,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Manillier Céline,Versail et le poisson lumière,LES EDITIONS DU RICOCHET,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Mekeddem Malika,Mes hommes,Grasset & Fasquelle,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Mekeddem Malika,Mes hommes,Grasset & Fasquelle,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Mimouni Rachid ,L'honneur de la tribu,Stock,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Mimouni Rachid ,La Rose de Blida,Après la lune,inconnu,Sédia,2008-01-01
ALGÉRIE,Mohammed Dib,Collectif,Mon premier Larousse de l'Eveil,Larousse,Jeunesse,Casbah Editions,2008-01-01
ALGÉRIE,Mohammed Dib,Collectif,Mon premier Larousse des Animaux,Larousse,Jeunesse,Casbah Editions,2008-01-01
ALGÉRIE,Mohammed Dib,Collectif,Mon premier Larousse des Découvertes,Larousse,Jeunesse,Casbah Editions,2008-01-01
ALGÉRIE,Mohammed Dib,Collectif,Mon premier Larousse du Monde,Larousse,Jeunesse,Casbah Editions,2008-01-01
ALGÉRIE,Mohammed Dib,Collectif,Mon premier Larousse Notre Planète,Larousse,Jeunesse,Casbah Editions,2008-01-01
ALGÉRIE,Mohammed Dib,Begag Azouz,Dites-moi bonjour,Librairie Arthème Fayard,inconnu,Sédia,2009-09-01
ALGÉRIE,Mohammed Dib,Hussein Mahmoud,Penser le Coran,Grasset & Fasquelle,inconnu,Sédia,2009-09-01
ALGÉRIE,Mohammed Dib,Maalouf Amin,Le dérèglement du monde,Grasset & Fasquelle,inconnu,Sédia,2009-09-01
ALGÉRIE,Mohammed Dib,Mostaghanemi Ahlem (traduit par France Meyer),Le Chaos des sens,Albin Michel,inconnu,Sédia,2009-09-01
ALGÉRIE,Mohammed Dib,Orsenna Erik,L'Avenir de l'eau,Librairie Arthème Fayard,inconnu,Sédia,2009-09-01
ALGÉRIE,Mohammed Dib,Tadjer Akli,Il était une fois peut-être pas,JC Lattès,inconnu,APIC,2009-09-01
ALGÉRIE,Mohammed Dib,Tadjer Akli,Le Porteur de cartable,JC Lattès,inconnu,APIC,2009-09-01
ALGÉRIE,Mohammed Dib,Attali Jacques,Survivre aux crises,Librairie Arthème Fayard,Documents/Essais d'actualité,Sédia,2010-03-01
ALGÉRIE,Mohammed Dib,Khadra Yasmina,L'Olympe des infortunes,Robert Laffont//Julliard,Littérature,Media Plus,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marcet Delzant Sylvain,Les Manuels de la BDvol. 1/La création d'un univers de fiction,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marcet Delzant Sylvain,Les Manuels de la BDvol. 2/L'écriture du scénario ,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marcet Delzant Sylvain,Les Manuels de la BDvol. 3/La réalisation du storyboard,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marcet Delzant Sylvain,Les Manuels de la BDvol. 4/Le dessin des planches,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marcet Delzant Sylvain,Les Manuels de la BDvol. 5/L'encrage,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marcet Delzant Sylvain,Les Manuels de la BDvol. 6/Colorisation des planches,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Lainé Jean-Marc;Malgrain Christopheet Dzialowski Jean-Jacques,Créez vos super-héros.50 archétypes du justicier au super-vilain,Eyrolles,Jeunesse,Lazhari Labter Editions,2010-03-01
ALGÉRIE,Mohammed Dib,Dib Mohammed ,Simorgh,Albin Michel,Littérature,Sédia,2011-03-01
ALGÉRIE,Mohammed Dib,Bigot Gigiet Matéo Pepito,Bouche cousue,Didier Jeunesse//Rageot,Jeunesse,Association Le Petit Lecteur,2013-06-01
ALGÉRIE,Mohammed Dib,Stora Benjamin,La Guerre des mémoires,Éd. de l'Aube,SHS,Casbah Editions,2013-06-01
ALLEMAGNE,Rilke,Benveniste Émile,Dernières leçons,Éd. du Seuil,Fiction,Diaphanes,2012-09-01
ALLEMAGNE,Rilke,Bourdieu Pierre ,Sur l'État,Éd. du Seuil,Fiction,Suhrkamp Verlag,2012-09-01
ALLEMAGNE,Rilke,Carrère Emmanuel,Limonov,P.O.L,Littérature,Matthes&Seitz,2012-03-01
ALLEMAGNE,Rilke,Laferrière Dany,L'Énigme du retour,Grasset & Fasquelle,Sciences et Techniques,Das Wunderhorn,2012-09-01
ALLEMAGNE,Rilke,Lanzac Abel et Blain Christophe ,Quai d'Orsay,Mediatoon/Dargaud	,BD,Reprodukt,2012-03-01
ALLEMAGNE,Rilke,Nancy Jean-Luc,Ego sum,Flammarion, Essai,Diaphanes,2012-09-01
ALLEMAGNE,Rilke,Pedrosa Cyril,Portugal,Mediatoon//Dupuis,BD,Reprodukt,2012-03-01
ALLEMAGNE,Rilke,Xi Ling ,La Troisième Moitié,Maurice Nadeau,inconnu,VerlagsbuchhandlungLiebeskind,2012-03-01
ALLEMAGNE,Rilke,Blanchot Maurice,Aminadab,Gallimard,Littérature,Diaphanes Berlin - Zürich,2013-06-01
ALLEMAGNE,Rilke,Caillois Roger,Le Fleuve Alphée,Gallimard,SHS,Diaphanes Berlin - Zürich,2013-06-01
ALLEMAGNE,Rilke,Calan Ronan (de) et Mary Donatien ,Le Fantôme de Karl Marx,Les Petits Platons,inconnu,Diaphanes,2013-02-01
ALLEMAGNE,Rilke,Chamoiseau Patrick,L'Empreinte à Crusoé,Gallimard,Littérature,Verlag das Wunderhorn,2013-02-01
ALLEMAGNE,Rilke,Chevillard Eric ,Le Vaillant Petit Tailleur,Éd. de Minuit,Littérature,Diaphanes,2013-02-01
ALLEMAGNE,Rilke,Cieutat Michel et Rouyer Philippe ,Haneke par Haneke,Stock,inconnu,Alexander Verlag,2013-02-01
ALLEMAGNE,Rilke,Deck Julia,Viviane Elisabeth Fauville,Éd. de Minuit,Littérature,Verlag Klaus Wagenbach,2013-06-01
ALLEMAGNE,Rilke,Gras Pierre ,Goodbye Fassbinder,Actes Sud,inconnu,Alexander Verlag,2013-02-01
ALLEMAGNE,Rilke,Guibert Hervé,Mes Parents,Gallimard,Littérature,Diaphanes Berlin - Zürich,2013-06-01
ALLEMAGNE,Rilke,Kerascoët et Hubert,Beauté,Mediatoon//Dupuis,BD,Reprodukt Verlag,2013-06-01
ALLEMAGNE,Rilke,Larcenet Manu,Blast 3,Mediatoon/Dargaud	,BD,Reprodukt Verlag,2013-06-01
ALLEMAGNE,Rilke,Lupano Wilfridet Moreau Jérémie,Le Singe de Hartlepool,Delcourt,BD,Avant Verlag,2013-06-01
ALLEMAGNE,Rilke,Manchette Jean-Patrick,Portrait en noir,Estate Jean-Patrick Manchette,Littérature,Alexander Verlag,2013-06-01
ALLEMAGNE,Rilke,Marin Louis ,La Critique du discours,Éd. de Minuit,inconnu,Diaphanes,2013-02-01
ALLEMAGNE,Rilke,Montazami Yassaman,Le Meilleur des jours,Sabine Wespieser,Littérature,Sujet Verlag,2013-06-01
ALLEMAGNE,Rilke,Mukasonga Scholastique ,Notre-Dame du Nil,Gallimard,inconnu,Verlag das Wunderhorn,2013-02-01
ALLEMAGNE,Rilke,Quignard Pascal ,Abîmes,Grasset & Fasquelle,inconnu,Diaphanes,2013-02-01
ALLEMAGNE,Rilke,Quignard Pascal ,Les Ombres errantes,Grasset & Fasquelle,inconnu,Diaphanes,2013-02-01
ALLEMAGNE,Rilke,Quignard Pascal ,Sur le jadis,Grasset & Fasquelle,inconnu,Diaphanes,2013-02-01
ARGENTINE,Victoria Ocampo,Comolli Jean-Louis,Voir et pouvoir,Verdier,inconnu,Aurelia Rivera Libros,2008-01-01
ARGENTINE,Victoria Ocampo,Dianteill et Lowy,Sociologies et religion. Approches…,PUF,inconnu,Manantial,2008-01-01
ARGENTINE,Victoria Ocampo,Fraisse G.,Le Privilège de Simon de Beauvoir,Actes Sud,inconnu,Editorial Leviatan,2008-01-01
ARGENTINE,Victoria Ocampo,Girard René ,Achever Clasewiz,CARNETS NORD,inconnu,KATZ,2008-01-01
ARGENTINE,Victoria Ocampo,Lyotard Jean-François,Discours; Figure,Klincksieck,inconnu,La Cebra,2008-01-01
ARGENTINE,Victoria Ocampo,Monod J.C. ,La Querelle de la sécularisation…..,Vrin,inconnu,Amorrotu,2008-01-01
ARGENTINE,Victoria Ocampo,Rabate P.,Ibiscus T. 2,Glénat,inconnu,Thomas Dassance,2008-01-01
ARGENTINE,Victoria Ocampo,Rabate P.,Ibiscus T. 3,Glénat,inconnu,Thomas Dassance,2008-01-01
ARGENTINE,Victoria Ocampo,Rabate P.,Ibiscus T. 4,Glénat,inconnu,Thomas Dassance,2008-01-01
ARGENTINE,Victoria Ocampo,Rosanvallon Pierre ,La légitimité démocratique,Éd. du Seuil,inconnu,Manantial,2008-01-01
ARGENTINE,Victoria Ocampo,Sorlin Pierre,Esthétique de l'audiovisuel,Armand Colin,inconnu,La Marca,2008-01-01
ARGENTINE,Victoria Ocampo,Wunenburger Jean-Jacques,L'imaginaire,PUF,inconnu,Ediciones del Sol,2008-01-01
ARGENTINE,Victoria Ocampo,Badiou Alain,Second manifeste pour la philosophie,Librairie Arthème Fayard,inconnu,Manantial,2009-03-01
ARGENTINE,Victoria Ocampo,Baudelot Christian,Travailler pour être heureux. Le bonheur et le travail en France,Michel Gollac,inconnu,Mino y Davila,2009-03-01
ARGENTINE,Victoria Ocampo,Bonnefoy Yves,Le Nom du roi d'Asine,Virgile,inconnu,Hueso de Jibia,2009-03-01
ARGENTINE,Victoria Ocampo,Bourdieu Pierre ,Éléments pour une sociologie de la culture,Jérôme Bourdieu/ARSS,inconnu,El Siglo XXI,2009-03-01
ARGENTINE,Victoria Ocampo,Bourriaud Nicolas,Radicant,,inconnu,Adriana Hidalgo,2009-03-01
ARGENTINE,Victoria Ocampo,Cassin Barbara,Voir Hélène en toute femme. D'Homère à Lacan,Les empêcheurs de penser en rond,inconnu,La Bestia Equilatera,2009-03-01
ARGENTINE,Victoria Ocampo,Comolli Jean-Louis,Technologie et idéologie,Verdier,inconnu,Manantial,2009-03-01
ARGENTINE,Victoria Ocampo,Cuvekkuer Vincent et Mathy Vincent,La Plus Grande bataille de polochons du monde,Gallimard,inconnu,Adriana Hidalgo,2009-03-01
ARGENTINE,Victoria Ocampo,Derrida Jacques,Psyché. Invention de l'autre vol. I et II,Galilée,inconnu,La Cebra,2009-03-01
ARGENTINE,Victoria Ocampo,Derrida Jacques,Séminaire. La bête et le souverain vol. 1 (2001-2002),Galilée,inconnu,Manantial,2009-03-01
ARGENTINE,Victoria Ocampo,Jaitin Rosa,Clinique de l'inceste fraternel,Dunod,inconnu,Lugar editorial,2009-03-01
ARGENTINE,Victoria Ocampo,Koyre Alexandre,Réflexion sur le mensonge,Allia,inconnu,Leviatan,2009-03-01
ARGENTINE,Victoria Ocampo,Latour Bruno,Chroniques d'un amateur de sciences,École des mines de Paris,inconnu,Dedalus,2009-03-01
ARGENTINE,Victoria Ocampo,Latour Bruno et Lepinay Vincent,L'Économie; science des intérêts passionnés,La Découverte,inconnu,Manantial,2009-03-01
ARGENTINE,Victoria Ocampo,Le Huche Magali,Hector; l'homme extraordinairement fort,Rageot,Jeunesse,Adriana Hidalgo,2009-03-01
ARGENTINE,Victoria Ocampo,Loraux Nicole,L'Invention d'Athènes,Payot & Rivages,inconnu,KATZ,2009-03-01
ARGENTINE,Victoria Ocampo,Meschonic Henri,Éthique et politique du traduire,Verdier,inconnu,Leviatan,2009-03-01
ARGENTINE,Victoria Ocampo,Michaud Éric,Un art de l'éternité,Gallimard,inconnu,Adriana Hidalgo,2009-03-01
ARGENTINE,Victoria Ocampo,Milner Jean-Claude,L'Arrogance du présent. Regard sur une décennie 1965-1975,Grasset & Fasquelle,inconnu,Manantial,2009-03-01
ARGENTINE,Victoria Ocampo,Rancière Jacques,Le Spectateur émancipé,La Fabrique,inconnu,Manantial,2009-03-01
ARGENTINE,Victoria Ocampo,Robbe-Grillet Alain,Pour un nouveau roman,Éd. de Minuit,inconnu,Cactus,2009-03-01
ARGENTINE,Victoria Ocampo,Segalen Martin,Sociologie de la famille,Armand Colin,inconnu,Eudem,2009-03-01
ARGENTINE,Victoria Ocampo,Vauday Patrick,L'Invention du visible,Hermann,inconnu,Letranomade,2009-03-01
ARGENTINE,Victoria Ocampo,Wazem,Comme une rivière,Les Humanoïdes associés,inconnu,Ex Abrupto,2009-03-01
ARGENTINE,Victoria Ocampo,Winschluss,Smart monkey,Cornélius,inconnu,Ex Abrupto,2009-03-01
ARGENTINE,Victoria Ocampo,Abélès Marc,Anthropologie de la globalisation,Payot & Rivages,Universitaire/Enseignement supérieur,Ed. del Sol,2010-03-01
ARGENTINE,Victoria Ocampo,Allouch Jean,L'Amour Lacan,EPEL,Universitaire/Enseignement supérieur,Ed. El Cuenco de Plata,2010-09-01
ARGENTINE,Victoria Ocampo,Césaire Aimé,Une tempête,Éd. du Seuil,œuvres littéraires contemporaines,El 8vo. loco,2010-09-01
ARGENTINE,Victoria Ocampo,Derrida Jacques,La bête et le souverain. Vol II,Galilée,Universitaire/Enseignement supérieur,Ed. Manantial,2010-03-01
ARGENTINE,Victoria Ocampo,Dreyfus Françoise ,L'invention de la bureacratie,La Découverte,Universitaire/Enseignement supérieur,Ed. Biblos,2010-03-01
ARGENTINE,Victoria Ocampo,Dubet François,Le travail des sociétes,Éd. du Seuil,Universitaire/Enseignement supérieur,Ed. Amorrortu,2010-03-01
ARGENTINE,Victoria Ocampo,Esteban Claude,Quelqu'un commence à parlerdans une chambre,Flammarion,œuvres littéraires contemporaines,Ed. Biblos,2010-03-01
ARGENTINE,Victoria Ocampo,Evers Kathinka,Neuroéthique. Quand la matière s'éveille,Odile Jacob,Universitaire/Enseignement supérieur,Ed. Katz,2010-03-01
ARGENTINE,Victoria Ocampo,Finkeilkraut Alain,Un cœur intelligent,Stock,Documents/Essais d'actualité,Leviatan,2010-09-01
ARGENTINE,Victoria Ocampo,Jauffret Régis,Ce que c'est que l'amour et autres microfictions,Gallimard,OK,Ed. Dedalus,2010-09-01
ARGENTINE,Victoria Ocampo,Labrousse Alain,Gépolitique des drogues,PUF,Documents/Essais d'actualité,Ediciones Trilce,2010-09-01
ARGENTINE,Victoria Ocampo,Le Breton David,Conduites à risque,PUF,Universitaire/Enseignement supérieur,Ed. TopÌa,2010-03-01
ARGENTINE,Victoria Ocampo,Le Clézio J.-M. G.,L'extase matérielle,Gallimard,Documents/Essais d'actualité,Adriana Hidalgo,2010-03-01
ARGENTINE,Victoria Ocampo,Lejonc Régis,Quelles couleurs !,Thierry Magnier,Jeunesse,Ed. La Marca,2010-03-01
ARGENTINE,Victoria Ocampo,Maffesoli Michel,Essais sur la violence banale et fondatrice,CNRS éditions,Universitaire/Enseignement supérieur,Ed. Dedalus,2010-03-01
ARGENTINE,Victoria Ocampo,Merleau-Ponty Maurice,Le visible et l'invisible,Gallimard,Universitaire/Enseignement supérieur,Ed. Nueva VisiÛn,2010-03-01
ARGENTINE,Victoria Ocampo,Perec Georges,L'art et la manière d'aborderson chef de service pour luidemander une augmentation,Hachette,œuvres littéraires contemporaines,Ed. Libros del Zorzal,2010-03-01
ARGENTINE,Victoria Ocampo,Quignard Pascal ,La barque silencieuse,Éd. du Seuil,œuvres littéraires contemporaines,Ed. El Cuenco de Plata,2010-03-01
ARGENTINE,Victoria Ocampo,Rancière Jacques,Politique de la littérature,Galilée,Documents/Essais d'actualité,Ed. Libros del Zorzal,2010-03-01
ARGENTINE,Victoria Ocampo,Rosset Clément,La Philosophie tragique,PUF,Universitaire/Enseignement supérieur,Ed. El Cuenco de Plata,2010-09-01
ARGENTINE,Victoria Ocampo,Rosset Clément,Le Monde et ses remèdes,PUF,Universitaire/Enseignement supérieur,Ed. El Cuenco de Plata,2010-09-01
ARGENTINE,Victoria Ocampo,Viveiros de Castro Eduardo,Métaphysiques cannibales,PUF,Universitaire/Enseignement supérieur,Ed. Katz,2010-03-01
ARGENTINE,Victoria Ocampo,Ansermet François et Magistretti Pierre ,Les énigmes du plaisir,Odile Jacob,Psychologie/Psychanalyse,Katz editores,2011-03-01
ARGENTINE,Victoria Ocampo,Aumont Jacques ,Le cinéma et la mise en scène,Armand Colin,Arts,Ediciones Colihue,2011-03-01
ARGENTINE,Victoria Ocampo,Autin-Grenier Pierre,C'est tous les jours comme ça,Finitude,Fiction,Dedalus (Argentine)+ Bonilla Artigas (Mexique),2011-09-01
ARGENTINE,Victoria Ocampo,Berman Antoine,La traduction et la lettre ou l'auberge du lointain,Éd. du Seuil, Essai,Dedalus,2011-03-01
ARGENTINE,Victoria Ocampo,Berman Antoine,L'Âge de la traduction,Presses universitaires de Vincennes,Anthropologie/Sociologie,Dedalus (Argentine)+ Bonilla Artigas (Mexique),2011-09-01
ARGENTINE,Victoria Ocampo,Copi,Théâtre 1. La tour de défense. la journée d'une rêveuse.La nuit de Madame Lucienne. Une visite inopportune,Christian Bourgois,Théâtre,El cuenco de plata,2011-03-01
ARGENTINE,Victoria Ocampo,Darrieussecq Marie,Zoo,P.O.L,Littérature,Ed. Cuenco de Plata SRL,2011-09-01
ARGENTINE,Victoria Ocampo,Desjours Christophe ,Travail vivant (2 tomes),Payot & Rivages,Psychologie/Psychanalyse,Editorial TopÌa,2011-03-01
ARGENTINE,Victoria Ocampo,Dubet François,À quoi sert vraiment un sociologue ,Armand Colin,Anthropologie/Sociologie,Ed. Siglo XXI editores,2011-09-01
ARGENTINE,Victoria Ocampo,Gardies René ,Comprendre le cinéma et les images,Armand Colin,Arts,La Marca,2011-09-01
ARGENTINE,Victoria Ocampo,Guibert Hervé,Cytomégalovirus,Éd. du Seuil,--> Autobiographie/Biographie/Correspondance/Journal,Beatriz Viterbo,2011-03-01
ARGENTINE,Victoria Ocampo,Heams-Ogus Thomas ,Cent Seize Chinois et quelques,Éd. du Seuil,Fiction,Manantial,2011-03-01
ARGENTINE,Victoria Ocampo,Iacub Marcela ,Confessions d'une mangeuse de viande ,Librairie Arthème Fayard,Anthropologie/Sociologie,Capital Intelectual,2011-09-01
ARGENTINE,Victoria Ocampo,Jullier Laurent et Leveratto Jean-Marc ,Cinéphiles et cinéphilie,Armand Colin,Arts,La Marca,2011-03-01
ARGENTINE,Victoria Ocampo,Lapoujade David,Puissances du temps,Éd. de Minuit,Anthropologie/Sociologie,Cactus,2011-09-01
ARGENTINE,Victoria Ocampo,Mulpas Anne ,La Vie juste à côté ,Sarbacane,Jeunesse,Adriana Hidalgo,2011-09-01
ARGENTINE,Victoria Ocampo,Nancy Jean-Luc,La Ville au loin,La Phocide,Philosophie/Religion,Manantial,2011-09-01
ARGENTINE,Victoria Ocampo,Quignard Pascal ,La Haine de la musique,Calmann-Lévy,Anthropologie/Sociologie,Ed. Cuenco de Plata SRL,2011-09-01
ARGENTINE,Victoria Ocampo,Revel Judith,Foucault; une pensée du discontinu,Librairie Arthème Fayard,Philosophie/Religion,Amorrortu Editores,2011-03-01
ARGENTINE,Victoria Ocampo,Sarde Michèle ,Histoire d'Eurydice pendant la remontée,Éd. du Seuil,Fiction,Editorial Cuarto Propio (Chili)+ Dedalus (Argentine),2011-09-01
ARGENTINE,Victoria Ocampo,Simondon Gilbert,Cours sur la perception.T.1,Éd. de la Transparence,Philosophie/Religion,Cactus,2011-03-01
ARGENTINE,Victoria Ocampo,Simondon Gilbert,Imagination et invention,Les Éditions de la transparence,Philosophie/Religion,Cactus,2011-09-01
ARGENTINE,Victoria Ocampo,Vaneigem Raoul ,Ni pardon ni talion,La Découverte,Anthropologie/Sociologie,La Marca,2011-09-01
ARGENTINE,Victoria Ocampo,Volodine Antoine,Alto solo ,Éd. de Minuit,Fiction,Adriana Hidalgo,2011-09-01
ARGENTINE,Victoria Ocampo,Wajcman Gérard ,L'Œil absolu,Denoël,Psychologie/Psychanalyse,Manantial,2011-09-01
ARGENTINE,Victoria Ocampo,Bardet Marie ,Penser et mouvoir;une rencontre entre danse et philosophie,L'Harmattan,inconnu,Cactus,2012-03-01
ARGENTINE,Victoria Ocampo,Cassin Barbara,Jacques le sophiste,EPEL,Psychologie/Psychanalyse,Manantial,2012-09-01
ARGENTINE,Victoria Ocampo,Castoriadis Cornelius ,Les Cités et les Lois.Ce qui fait la grèce. T2. ,Éd. du Seuil,inconnu,Fondo de Cultura económica,2012-03-01
ARGENTINE,Victoria Ocampo,Copi,La femme assise,Stock,Jeunesse,Cuenco de Plata,2012-09-01
ARGENTINE,Victoria Ocampo,Copi,les poulets n'ont pas de chaises,agence ACER Laure Merle d'Aubigné,inconnu,Cuenco de Plata,2012-09-01
ARGENTINE,Victoria Ocampo,Cousseau Alex et Boutin Anne-Lise ,Alba blabla et moi ,Le Rouergue,Jeunesse,Adriana Hidalgo,2012-03-01
ARGENTINE,Victoria Ocampo,Darrieussecq Marie,Clèves,P.O.L,Littérature,Cuenco de Plata,2012-09-01
ARGENTINE,Victoria Ocampo,Dosse François ,Paul Ricœur; Le sens d'une vie,La Découverte,inconnu,Fondo de Cultura económica,2012-03-01
ARGENTINE,Victoria Ocampo,Eidelman Jacqueline; Roustan Melanieet Goldstein Bernadette ,La Place des publics,direction de l'informationlégale et administrative,inconnu,Paidos,2012-03-01
ARGENTINE,Victoria Ocampo,Eidelman Jacqueline; Roustan Melanieet Goldstein Bernadette ,Le Musée hybride,direction de l'informationlégale et administrative,inconnu,Paidos,2012-03-01
ARGENTINE,Victoria Ocampo,Jost François ,Le Culte du banal,CNRS éditions,inconnu,Libraría,2012-03-01
ARGENTINE,Victoria Ocampo,Lechermeier Philippe et Perret Delphine ,Lettres à plume et à poils,Thierry Magnier,inconnu,Adriana Hidalgo,2012-03-01
ARGENTINE,Victoria Ocampo,Meschonic Henri,Pour sortir du post moderne,Klincksieck,inconnu,Ed Huesos de Jibia,2012-03-01
ARGENTINE,Victoria Ocampo,Moulin Raymonde ,Le Marché de l'art,Flammarion,inconnu,La Marca,2012-03-01
ARGENTINE,Victoria Ocampo,Perec Georges,Je suis né,Éd. du Seuil,Fiction,Eterna cadencia,2012-09-01
ARGENTINE,Victoria Ocampo,Py Olivier ,La Jeune Fille; le diable et le moulin,L'École des loisirs,Jeunesse,Ed Colihue,2012-03-01
ARGENTINE,Victoria Ocampo,Rancière Jacques,Aisthesis.Scènes du régime esthétique de l'art,Galilée,inconnu,Manantial,2012-03-01
ARGENTINE,Victoria Ocampo,Rosanvallon Pierre ,La Soci'06 des égaux,Éd. du Seuil,inconnu,Manantial,2012-03-01
ARGENTINE,Victoria Ocampo,Schéhadé George,Les Poésies(éd. augm. de Le nageur d'un seul amour),Gallimard,Poésie,Hilos,2012-09-01
